# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
  DJPMMEHC_00521      K04567  328.10  219.6   7.6e-66 lysyl-tRNA synthetase, class II [EC:6.1.1.6]
  DJPMMEHC_00521      K09759  489.33   61.1   7.2e-18 nondiscriminating aspartyl-tRNA synthetase [EC:6.1.1.23]
  DJPMMEHC_00521      K22503  683.63   51.5   5.4e-15 aspartyl-tRNA synthetase [EC:6.1.1.12]
  DJPMMEHC_00521      K01893  376.40   49.9   1.7e-14 asparaginyl-tRNA synthetase [EC:6.1.1.22]
  DJPMMEHC_00521      K01876  296.90   48.8   3.8e-14 aspartyl-tRNA synthetase [EC:6.1.1.12]
  DJPMMEHC_00521      K11627  646.93   22.0   7.6e-06 pyrrolysyl-tRNA synthetase [EC:6.1.1.26]
  DJPMMEHC_00521      K01889  117.97   19.6   3.1e-05 phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]
  DJPMMEHC_00521      K15546  266.80   14.1    0.0018 XRE family transcriptional regulator, aerobic/anaerobic benzoate catabolism transcriptional regulator
  DJPMMEHC_00522      K07640  399.97  321.6   1.1e-96 two-component system, OmpR family, sensor histidine kinase CpxA [EC:2.7.13.3]
  DJPMMEHC_00522      K07639  416.43  217.0   4.4e-65 two-component system, OmpR family, sensor histidine kinase RstB [EC:2.7.13.3]
  DJPMMEHC_00522      K18072  454.70  216.0     1e-64 two-component system, OmpR family, sensor kinase ParS [EC:2.7.13.3]
  DJPMMEHC_00522      K07638  333.50  191.4   2.8e-57 two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]
  DJPMMEHC_00522      K07652  456.43  190.1   8.9e-57 two-component system, OmpR family, sensor histidine kinase VicK [EC:2.7.13.3]
  DJPMMEHC_00522      K18940  371.37  189.3   1.1e-56 two-component system, OmpR family, sensor histidine kinase ArlS [EC:2.7.13.3]
  DJPMMEHC_00522      K07636  323.30  187.8   3.6e-56 two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]
  DJPMMEHC_00522      K02484  302.80  187.0   7.8e-56 two-component system, OmpR family, sensor kinase [EC:2.7.13.3]
  DJPMMEHC_00522      K19609  433.20  184.2     3e-55 two-component system, OmpR family, sensor histidine kinase PfeS [EC:2.7.13.3]
  DJPMMEHC_00522      K07642  354.33  182.7   1.1e-54 two-component system, OmpR family, sensor histidine kinase BaeS [EC:2.7.13.3]
  DJPMMEHC_00522      K07768  338.03  181.0   4.4e-54 two-component system, OmpR family, sensor histidine kinase SenX3 [EC:2.7.13.3]
  DJPMMEHC_00522      K14982  312.70  176.0   9.6e-53 two-component system, OmpR family, sensor histidine kinase CiaH [EC:2.7.13.3]
  DJPMMEHC_00522      K07651  509.07  174.9   2.8e-52 two-component system, OmpR family, sensor histidine kinase ResE [EC:2.7.13.3]
  DJPMMEHC_00522      K18345  341.50  171.5   2.6e-51 two-component system, OmpR family, sensor histidine kinase VanS [EC:2.7.13.3]
  DJPMMEHC_00522      K07644  408.23  162.7   1.5e-48 two-component system, OmpR family, heavy metal sensor histidine kinase CusS [EC:2.7.13.3]
  DJPMMEHC_00522      K07645  405.77  160.6   4.7e-48 two-component system, OmpR family, sensor histidine kinase QseC [EC:2.7.13.3]
  DJPMMEHC_00522      K07649  427.87  157.9   3.6e-47 two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]
  DJPMMEHC_00522      K11383  427.60  157.8   4.1e-47 two-component system, NtrC family, sensor histidine kinase KinB [EC:2.7.13.3]
  DJPMMEHC_00522      K10819  320.23  156.2   1.2e-46 histidine kinase [EC:2.7.13.3]
  DJPMMEHC_00522      K20487  296.70  153.6   7.8e-46 two-component system, OmpR family, lantibiotic biosynthesis sensor histidine kinase NisK/SpaK [EC:2.7.13.3]
  DJPMMEHC_00522      K11520  390.77  153.1   8.9e-46 two-component system, OmpR family, manganese sensing sensor histidine kinase [EC:2.7.13.3]
  DJPMMEHC_00522      K07711  299.57  149.3   1.6e-44 two-component system, NtrC family, sensor histidine kinase GlrK [EC:2.7.13.3]
  DJPMMEHC_00522      K07646  252.67  148.2   3.1e-44 two-component system, OmpR family, sensor histidine kinase KdpD [EC:2.7.13.3]
  DJPMMEHC_00522      K07653  380.40  145.2     3e-43 two-component system, OmpR family, sensor histidine kinase MprB [EC:2.7.13.3]
  DJPMMEHC_00522      K07654  327.10  141.3   3.7e-42 two-component system, OmpR family, sensor histidine kinase MtrB [EC:2.7.13.3]
  DJPMMEHC_00522      K07648  559.10  139.0   1.9e-41 two-component system, OmpR family, aerobic respiration control sensor histidine kinase ArcB [EC:2.7.13.3]
  DJPMMEHC_00522      K07641  311.20  137.0   8.8e-41 two-component system, OmpR family, sensor histidine kinase CreC [EC:2.7.13.3]
  DJPMMEHC_00522      K07709  323.77  136.7   1.1e-40 two-component system, NtrC family, sensor histidine kinase HydH [EC:2.7.13.3]
  DJPMMEHC_00522      K10942  281.00  133.4   8.5e-40 two-component system, sensor histidine kinase FlrB [EC:2.7.13.3]
  DJPMMEHC_00522      K10681  344.10  133.4     9e-40 two-component system, OmpR family, sensor histidine kinase SaeS [EC:2.7.13.3]
  DJPMMEHC_00522      K14980  303.40  130.2   8.8e-39 two-component system, OmpR family, sensor histidine kinase ChvG [EC:2.7.13.3]
  DJPMMEHC_00522      K13533  401.10  129.8   1.2e-38 two-component system, sporulation sensor kinase E [EC:2.7.13.3]
  DJPMMEHC_00522      K07678  639.73  128.5   2.9e-38 two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]
  DJPMMEHC_00522      K19694  542.97  126.7   9.8e-38 two-component system, sensor histidine kinase ChiS
  DJPMMEHC_00522      K07650  288.73  126.5   1.2e-37 two-component system, OmpR family, sensor histidine kinase CssS [EC:2.7.13.3]
  DJPMMEHC_00522      K11328  660.30  126.1   1.6e-37 two-component system, OmpR family, Ni(II)-sensor and/or redox sensor kinase NrsS [EC:2.7.13.3]
  DJPMMEHC_00522      K13532  349.63  125.4   3.1e-37 two-component system, sporulation sensor kinase D [EC:2.7.13.3]
  DJPMMEHC_00522      K14986  302.83  125.3   3.1e-37 two-component system, LuxR family, sensor kinase FixL [EC:2.7.13.3]
  DJPMMEHC_00522      K07710  383.00  122.7   1.6e-36 two-component system, NtrC family, sensor histidine kinase AtoS [EC:2.7.13.3]
  DJPMMEHC_00522      K02491  462.73  122.5   1.8e-36 two-component system, sporulation sensor kinase A [EC:2.7.13.3]
  DJPMMEHC_00522      K20974  515.67  122.2   1.9e-36 two-component system, sensor histidine kinase [EC:2.7.13.3]
  DJPMMEHC_00522      K11354  442.50  121.8   2.9e-36 two-component system, chemotaxis family, sensor kinase Cph1 [EC:2.7.13.3]
  DJPMMEHC_00522      K18350  267.73  118.4   3.4e-35 two-component system, OmpR family, sensor histidine kinase VanS [EC:2.7.13.3]
  DJPMMEHC_00522      K07656  630.67  117.5   5.9e-35 two-component system, OmpR family, sensor histidine kinase TrcS [EC:2.7.13.3]
  DJPMMEHC_00522      K18986  377.70  117.4   7.4e-35 two-component system, OmpR family, sensor kinase Ihk [EC:2.7.13.3]
  DJPMMEHC_00522      K11527  624.80  117.1     7e-35 two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]
  DJPMMEHC_00522      K07698  405.87  116.2   1.7e-34 two-component system, sporulation sensor kinase C [EC:2.7.13.3]
  DJPMMEHC_00522      K20975  371.73  114.4   5.7e-34 two-component system, sensor histidine kinase [EC:2.7.13.3]
  DJPMMEHC_00522      K18351  288.00  112.0   2.3e-33 two-component system, OmpR family, sensor histidine kinase VanS [EC:2.7.13.3]
  DJPMMEHC_00522      K10125  311.87  111.2   6.9e-33 two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB [EC:2.7.13.3]
  DJPMMEHC_00522      K08479  392.00  110.6   8.2e-33 two-component system, OmpR family, clock-associated histidine kinase SasA [EC:2.7.13.3]
  DJPMMEHC_00522      K18143  339.60  110.2     1e-32 two-component system, OmpR family, sensor histidine kinase AdeS [EC:2.7.13.3]
  DJPMMEHC_00522      K11356  509.67  108.6   2.7e-32 two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]
  DJPMMEHC_00522      K13598  298.90  107.7   5.2e-32 two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY [EC:2.7.13.3]
  DJPMMEHC_00522      K10909  503.70  107.6   5.1e-32 two-component system, autoinducer 2 sensor kinase/phosphatase LuxQ [EC:2.7.13.3 3.1.3.-]
  DJPMMEHC_00522      K07769  738.60  107.4   5.4e-32 two-component system, OmpR family, sensor histidine kinase NblS [EC:2.7.13.3]
  DJPMMEHC_00522      K07716  394.13  107.2   8.9e-32 two-component system, cell cycle sensor histidine kinase PleC [EC:2.7.13.3]
  DJPMMEHC_00522      K07637  238.93  105.6   2.7e-31 two-component system, OmpR family, sensor histidine kinase PhoQ [EC:2.7.13.3]
  DJPMMEHC_00522      K10715  601.27  105.6   1.6e-31 two-component system, sensor histidine kinase RpfC [EC:2.7.13.3]
  DJPMMEHC_00522      K07679  609.43  105.6   1.9e-31 two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]
  DJPMMEHC_00522      K13924  369.33  103.9     6e-31 two-component system, chemotaxis family, CheB/CheR fusion protein [EC:2.1.1.80 3.1.1.61]
  DJPMMEHC_00522      K20971  282.57  103.7     1e-30 two-component system, sensor histidine kinase LadS
  DJPMMEHC_00522      K02482  274.53  103.7   8.9e-31 two-component system, NtrC family, sensor kinase [EC:2.7.13.3]
  DJPMMEHC_00522      K07655  395.90  101.8     4e-30 two-component system, OmpR family, sensor histidine kinase PrrB [EC:2.7.13.3]
  DJPMMEHC_00522      K11357  428.77  100.3   1.1e-29 two-component system, cell cycle sensor histidine kinase DivJ [EC:2.7.13.3]
  DJPMMEHC_00522      K07697  312.47   99.5   1.8e-29 two-component system, sporulation sensor kinase B [EC:2.7.13.3]
  DJPMMEHC_00522      K02486  318.27   95.6   2.4e-28 two-component system, sensor kinase [EC:2.7.13.3]
  DJPMMEHC_00522      K07643  365.83   93.2   1.3e-27 two-component system, OmpR family, sensor histidine kinase BasS [EC:2.7.13.3]
  DJPMMEHC_00522      K07647  611.23   92.2   2.1e-27 two-component system, OmpR family, sensor histidine kinase TorS [EC:2.7.13.3]
  DJPMMEHC_00522      K20973  728.90   90.6     9e-27 two-component system, sensor histidine kinase SagS [EC:2.7.13.3]
  DJPMMEHC_00522      K02668  286.50   87.0     9e-26 two-component system, NtrC family, sensor histidine kinase PilS [EC:2.7.13.3]
  DJPMMEHC_00522      K17060  805.90   86.7     1e-25 two-component system, sensor histidine kinase AauS [EC:2.7.13.3]
  DJPMMEHC_00522      K15011  206.87   86.5   1.5e-25 two-component system, sensor histidine kinase RegB [EC:2.7.13.3]
  DJPMMEHC_00522      K19691  689.73   86.3   1.6e-25 osomolarity two-component system, sensor histidine kinase NIK1 [EC:2.7.13.3]
  DJPMMEHC_00522      K20972  755.47   85.8   1.8e-25 two-component system, sensor histidine kinase RetS
  DJPMMEHC_00522      K07708  262.00   83.2   1.7e-24 two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]
  DJPMMEHC_00522      K13040  402.03   83.1   1.2e-24 two-component system, LuxR family, sensor histidine kinase TtrS [EC:2.7.13.3]
  DJPMMEHC_00522      K14978  488.67   83.1   1.3e-24 two-component system, LuxR family, secretion system sensor histidine kinase SsrA
  DJPMMEHC_00522      K10916  348.63   82.4     2e-24 two-component system, CAI-1 autoinducer sensor kinase/phosphatase CqsS [EC:2.7.13.3 3.1.3.-]
  DJPMMEHC_00522      K11633  291.73   81.7   6.2e-24 two-component system, OmpR family, sensor histidine kinase YxdK [EC:2.7.13.3]
  DJPMMEHC_00522      K11711  448.70   81.1   5.5e-24 two-component system, LuxR family, sensor histidine kinase DctS [EC:2.7.13.3]
  DJPMMEHC_00522      K19661  386.30   78.7   3.8e-23 two-component system, NtrC family, sensor histidine kinase HupT/HoxJ [EC:2.7.13.3]
  DJPMMEHC_00522      K07677  706.73   77.6   6.9e-23 two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC [EC:2.7.13.3]
  DJPMMEHC_00522      K19692  682.00   76.3   1.6e-22 osomolarity two-component system, sensor histidine kinase TcsA [EC:2.7.13.3]
  DJPMMEHC_00522      K02489 2283.03   75.4     2e-22 two-component system, glycerol uptake and utilization sensor kinase [EC:2.7.13.3]
  DJPMMEHC_00522      K19622  329.60   73.6   1.5e-21 two-component system, response regulator PhcR
  DJPMMEHC_00522      K13587  345.27   71.7   3.2e-21 two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]
  DJPMMEHC_00522      K15850  690.43   70.1   9.5e-21 two-component system, autoinducer 1 sensor kinase/phosphatase LuxN [EC:2.7.13.3 3.1.3.-]
  DJPMMEHC_00522      K19081  314.10   67.2   1.3e-19 two-component system, OmpR family, sensor histidine kinase BraS/BceS [EC:2.7.13.3]
  DJPMMEHC_00522      K08475  450.73   67.1   1.1e-19 two-component system, NtrC family, phosphoglycerate transport system sensor histidine kinase PgtB [EC:2.7.13.3]
  DJPMMEHC_00522      K19621  492.13   63.4     2e-18 two-component system, sensor histidine kinase PhcS [EC:2.7.13.3]
  DJPMMEHC_00522      K19077  386.97   58.8   4.6e-17 two-component system, OmpR family, sensor histidine kinase GraS [EC:2.7.13.3]
  DJPMMEHC_00522      K11629  372.93   57.8   1.1e-16 two-component system, OmpR family, bacitracin resistance sensor histidine kinase BceS [EC:2.7.13.3]
  DJPMMEHC_00522      K23916  411.20   55.0     5e-16 nitrogen fixation regulatory protein
  DJPMMEHC_00522      K07676  317.13   53.2   1.1e-15 two-component system, NarL family, sensor histidine kinase RcsD [EC:2.7.13.3]
  DJPMMEHC_00522      K07717  227.67   52.1   3.9e-15 two-component system, sensor histidine kinase YcbA [EC:2.7.13.3]
  DJPMMEHC_00522      K11691  592.67   46.5   1.8e-13 two-component system, CitB family, sensor histidine kinase DctS [EC:2.7.13.3]
  DJPMMEHC_00522      K02476  526.60   45.9   2.4e-13 two-component system, CitB family, sensor kinase [EC:2.7.13.3]
  DJPMMEHC_00522      K20962  351.23   42.4     4e-12 c-di-GMP phosphodiesterase [EC:3.1.4.52]
  DJPMMEHC_00522      K19616 2202.33   41.7   3.1e-12 two-component system, sensor histidine kinase and response regulator FitF [EC:2.7.13.3]
  DJPMMEHC_00522      K11614  647.67   39.1   2.7e-11 two-component system, CitB family, sensor histidine kinase MalK [EC:2.7.13.3]
  DJPMMEHC_00522      K02480  239.40   31.1     1e-08 two-component system, NarL family, sensor kinase [EC:2.7.13.3]
  DJPMMEHC_00522      K07700  519.37   29.7   1.9e-08 two-component system, CitB family, cit operon sensor histidine kinase CitA [EC:2.7.13.3]
  DJPMMEHC_00522      K20263  367.97   29.6   2.5e-08 two-component system, NarL family, sensor histidine kinase FusK [EC:2.7.13.3]
  DJPMMEHC_00522      K11637  621.13   29.2   2.8e-08 two-component system, CitB family, sensor histidine kinase CitS [EC:2.7.13.3]
  DJPMMEHC_00522      K07701  761.33   28.8   3.4e-08 two-component system, CitB family, sensor histidine kinase DcuS [EC:2.7.13.3]
  DJPMMEHC_00522      K11617  229.37   26.5   1.8e-07 two-component system, NarL family, sensor histidine kinase LiaS [EC:2.7.13.3]
  DJPMMEHC_00522      K07718  278.30   25.3   4.6e-07 two-component system, sensor histidine kinase YesM [EC:2.7.13.3]
  DJPMMEHC_00522      K07704  587.70   24.7   9.4e-07 two-component system, LytTR family, sensor histidine kinase LytS [EC:2.7.13.3]
  DJPMMEHC_00522      K04757   52.13   23.9     2e-06 serine/threonine-protein kinase RsbW [EC:2.7.11.1]
  DJPMMEHC_00522      K00936  113.13   22.9   3.5e-06 two-component system, sensor histidine kinase PdtaS [EC:2.7.13.3]
  DJPMMEHC_00522      K13490  657.33   21.1   7.4e-06 two-component system, chemotaxis family, sensor histidine kinase and response regulator WspE
  DJPMMEHC_00522      K07777  255.77   20.8   1.4e-05 two-component system, NarL family, sensor histidine kinase DegS [EC:2.7.13.3]
  DJPMMEHC_00522      K07680  215.50   20.5   1.2e-05 two-component system, NarL family, sensor histidine kinase ComP [EC:2.7.13.3]
  DJPMMEHC_00522      K02478  236.33   19.6   3.1e-05 two-component system, LytTR family, sensor kinase [EC:2.7.13.3]
  DJPMMEHC_00522      K07675  246.03   18.7   7.2e-05 two-component system, NarL family, sensor histidine kinase UhpB [EC:2.7.13.3]
  DJPMMEHC_00522      K06379  151.07   18.1   0.00015 stage II sporulation protein AB (anti-sigma F factor) [EC:2.7.11.1]
  DJPMMEHC_00522      K03407  491.93   15.6    0.0004 two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]
  DJPMMEHC_00522      K07681  390.33   15.4   0.00068 two-component system, NarL family, vancomycin resistance sensor histidine kinase VraS [EC:2.7.13.3]
  DJPMMEHC_00522      K11640  203.67   14.8    0.0013 two-component system, LytTR family, sensor histidine kinase NatK [EC:2.7.13.3]
  DJPMMEHC_00522      K07683  270.20   13.9    0.0021 two-component system, NarL family, sensor histidine kinase NreB [EC:2.7.13.3]
  DJPMMEHC_00522      K03167  324.97   12.9    0.0026 DNA topoisomerase VI subunit B [EC:5.6.2.2]
  DJPMMEHC_00522      K23139  468.07   11.3     0.008 cytochrome P450 family 110 [EC:1.14.-.-]
  DJPMMEHC_00523      K07640  399.97   78.0   7.8e-23 two-component system, OmpR family, sensor histidine kinase CpxA [EC:2.7.13.3]
  DJPMMEHC_00523      K07650  288.73   24.9   8.2e-07 two-component system, OmpR family, sensor histidine kinase CssS [EC:2.7.13.3]
  DJPMMEHC_00523      K13598  298.90   24.0   1.1e-06 two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY [EC:2.7.13.3]
  DJPMMEHC_00523      K18345  341.50   22.7   3.3e-06 two-component system, OmpR family, sensor histidine kinase VanS [EC:2.7.13.3]
  DJPMMEHC_00523      K07654  327.10   21.8   5.6e-06 two-component system, OmpR family, sensor histidine kinase MtrB [EC:2.7.13.3]
  DJPMMEHC_00523      K07638  333.50   20.6   1.6e-05 two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]
  DJPMMEHC_00523      K07718  278.30   20.0   1.8e-05 two-component system, sensor histidine kinase YesM [EC:2.7.13.3]
  DJPMMEHC_00523      K14980  303.40   18.2   7.2e-05 two-component system, OmpR family, sensor histidine kinase ChvG [EC:2.7.13.3]
  DJPMMEHC_00523      K07642  354.33   16.3   0.00033 two-component system, OmpR family, sensor histidine kinase BaeS [EC:2.7.13.3]
  DJPMMEHC_00523      K18940  371.37   16.3   0.00033 two-component system, OmpR family, sensor histidine kinase ArlS [EC:2.7.13.3]
  DJPMMEHC_00523      K07651  509.07   15.7   0.00045 two-component system, OmpR family, sensor histidine kinase ResE [EC:2.7.13.3]
  DJPMMEHC_00523      K07644  408.23   15.6   0.00053 two-component system, OmpR family, heavy metal sensor histidine kinase CusS [EC:2.7.13.3]
  DJPMMEHC_00523      K20487  296.70   15.3   0.00069 two-component system, OmpR family, lantibiotic biosynthesis sensor histidine kinase NisK/SpaK [EC:2.7.13.3]
  DJPMMEHC_00523      K02484  302.80   14.7    0.0011 two-component system, OmpR family, sensor kinase [EC:2.7.13.3]
  DJPMMEHC_00523      K07645  405.77   13.6    0.0013 two-component system, OmpR family, sensor histidine kinase QseC [EC:2.7.13.3]
  DJPMMEHC_00523      K07673  468.93   13.4    0.0023 two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX [EC:2.7.13.3]
  DJPMMEHC_00523      K07641  311.20   12.2    0.0063 two-component system, OmpR family, sensor histidine kinase CreC [EC:2.7.13.3]
  DJPMMEHC_00523      K18143  339.60   12.0    0.0076 two-component system, OmpR family, sensor histidine kinase AdeS [EC:2.7.13.3]
  DJPMMEHC_00523      K05877  738.87   11.8    0.0078 methyl-accepting chemotaxis protein IV, peptide sensor receptor
  DJPMMEHC_00523      K07711  299.57   11.6    0.0091 two-component system, NtrC family, sensor histidine kinase GlrK [EC:2.7.13.3]
  DJPMMEHC_00523      K07678  639.73   11.5     0.007 two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]
  DJPMMEHC_00523      K13487  375.20   11.1     0.012 methyl-accepting chemotaxis protein WspA
  DJPMMEHC_00523      K07653  380.40   10.8     0.016 two-component system, OmpR family, sensor histidine kinase MprB [EC:2.7.13.3]
  DJPMMEHC_00523      K14982  312.70   10.7     0.014 two-component system, OmpR family, sensor histidine kinase CiaH [EC:2.7.13.3]
  DJPMMEHC_00523      K03406   58.93   10.6     0.019 methyl-accepting chemotaxis protein
  DJPMMEHC_00523      K18351  288.00    9.9     0.022 two-component system, OmpR family, sensor histidine kinase VanS [EC:2.7.13.3]
  DJPMMEHC_00523      K07649  427.87    9.7     0.022 two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]
* DJPMMEHC_00524      K07662  257.77  302.5   1.8e-91 two-component system, OmpR family, response regulator CpxR
  DJPMMEHC_00524      K07658  333.70  251.0   1.6e-75 two-component system, OmpR family, alkaline phosphatase synthesis response regulator PhoP
  DJPMMEHC_00524      K07659  330.07  244.0   2.2e-73 two-component system, OmpR family, phosphate regulon response regulator OmpR
  DJPMMEHC_00524      K07668  340.33  240.1   2.3e-72 two-component system, OmpR family, response regulator VicR
  DJPMMEHC_00524      K07775  329.33  238.8     8e-72 two-component system, OmpR family, response regulator ResD
  DJPMMEHC_00524      K07776  335.73  237.2   2.1e-71 two-component system, OmpR family, response regulator RegX3
  DJPMMEHC_00524      K02483  232.73  232.5     9e-70 two-component system, OmpR family, response regulator
  DJPMMEHC_00524      K07661  315.17  223.6   2.3e-67 two-component system, OmpR family, response regulator RstA
  DJPMMEHC_00524      K07663  271.10  221.3   9.1e-67 two-component system, OmpR family, catabolic regulation response regulator CreB
  DJPMMEHC_00524      K18349  291.10  221.0   1.4e-66 two-component system, OmpR family, response regulator VanR
  DJPMMEHC_00524      K19610  281.93  220.3   1.9e-66 two-component system, OmpR family, response regulator PfeR
  DJPMMEHC_00524      K07664  276.10  219.1   4.6e-66 two-component system, OmpR family, response regulator BaeR
  DJPMMEHC_00524      K11329  329.97  216.7   2.9e-65 two-component system, OmpR family, response regulator RpaB
  DJPMMEHC_00524      K07670  313.53  215.7   4.8e-65 two-component system, OmpR family, response regulator MtrA
  DJPMMEHC_00524      K07669  307.13  212.3   5.5e-64 two-component system, OmpR family, response regulator MprA
  DJPMMEHC_00524      K07657  298.90  211.3   1.9e-63 two-component system, OmpR family, phosphate regulon response regulator PhoB
  DJPMMEHC_00524      K18941  290.43  209.1   4.5e-63 two-component system, OmpR family, response regulator ArlR
  DJPMMEHC_00524      K20488  265.17  207.8   1.2e-62 two-component system, OmpR family, lantibiotic biosynthesis response regulator NisR/SpaR
  DJPMMEHC_00524      K07665  329.90  198.5     1e-59 two-component system, OmpR family, copper resistance phosphate regulon response regulator CusR
  DJPMMEHC_00524      K07672  317.73  197.1   2.3e-59 two-component system, OmpR family, response regulator TrcR
  DJPMMEHC_00524      K18073  321.90  196.8   3.2e-59 two-component system, OmpR family, response regulator ParR
  DJPMMEHC_00524      K07671  326.73  196.0   5.3e-59 two-component system, OmpR family, response regulator PrrA
  DJPMMEHC_00524      K07772  298.43  195.3   9.1e-59 two-component system, OmpR family, torCAD operon response regulator TorR
  DJPMMEHC_00524      K10697  328.83  193.8     3e-58 two-component system, OmpR family, response regulator RpaA
  DJPMMEHC_00524      K07770  272.83  189.1   7.9e-57 two-component system, OmpR family, response regulator CssR
  DJPMMEHC_00524      K07666  300.67  188.7   1.8e-56 two-component system, OmpR family, response regulator QseB
  DJPMMEHC_00524      K18144  249.33  186.9   3.3e-56 two-component system, OmpR family, response regulator AdeR
  DJPMMEHC_00524      K11521  290.93  186.5   3.7e-56 two-component system, OmpR family, manganese sensing response regulator
  DJPMMEHC_00524      K10682  304.37  182.6   6.7e-55 two-component system, OmpR family, response regulator SaeR
  DJPMMEHC_00524      K07667  278.60  181.8   1.7e-54 two-component system, OmpR family, KDP operon response regulator KdpE
  DJPMMEHC_00524      K07774  291.07  179.9   4.8e-54 two-component system, OmpR family, response regulator TctD
  DJPMMEHC_00524      K14981  257.20  177.0     5e-53 two-component system, OmpR family, response regulator ChvI
  DJPMMEHC_00524      K14983  280.87  173.5   3.8e-52 two-component system, OmpR family, response regulator CiaR
  DJPMMEHC_00524      K18344  228.23  173.0   5.1e-52 two-component system, OmpR family, response regulator VanR
  DJPMMEHC_00524      K18987  256.30  172.5   7.8e-52 two-component system, OmpR family, response regulator Irr
  DJPMMEHC_00524      K19078  352.77  170.2   4.3e-51 two-component system, OmpR family, response regulator protein GraR
  DJPMMEHC_00524      K07773  333.20  167.0   4.2e-50 two-component system, OmpR family, aerobic respiration control protein ArcA
  DJPMMEHC_00524      K07771  314.63  166.7   5.3e-50 two-component system, OmpR family, response regulator BasR
  DJPMMEHC_00524      K19082  296.07  159.1   1.1e-47 two-component system, OmpR family, response regulator protein BraR/BceR
  DJPMMEHC_00524      K13584  260.00  158.7   1.6e-47 two-component system, cell cycle response regulator CtrA
  DJPMMEHC_00524      K07660  263.23  157.4   4.5e-47 two-component system, OmpR family, response regulator PhoP
  DJPMMEHC_00524      K11634  355.03  142.3   1.6e-42 two-component system, OmpR family, response regulator YxdJ
  DJPMMEHC_00524      K19694  542.97  142.2     2e-42 two-component system, sensor histidine kinase ChiS
  DJPMMEHC_00524      K11630  360.97  131.9   2.2e-39 two-component system, OmpR family, bacitracin resistance response regulator BceR
  DJPMMEHC_00524      K18352  327.57  131.6   2.4e-39 two-component system, OmpR family, response regulator VanR
  DJPMMEHC_00524      K11330  375.70  126.7     8e-38 two-component system, OmpR family, Ni(II)-responsive and/or redox-responsive regulator NrsR
  DJPMMEHC_00524      K03413  140.40  120.3     9e-36 two-component system, chemotaxis family, chemotaxis protein CheY
  DJPMMEHC_00524      K02658  170.63  117.0   4.7e-35 twitching motility two-component system response regulator PilH
  DJPMMEHC_00524      K02490  152.03  110.6   7.2e-33 two-component system, response regulator, stage 0 sporulation protein F
  DJPMMEHC_00524      K20977  282.13  107.6   5.1e-32 two-component system, HptB-dependent secretion and biofilm response regulator
  DJPMMEHC_00524      K11526  700.37  106.7   8.5e-32 two-component system, chemotaxis family, sensor histidine kinase and response regulator PixL
  DJPMMEHC_00524      K11443  150.57  105.3   3.1e-31 two-component system, cell cycle response regulator DivK
  DJPMMEHC_00524      K02657  215.77  104.3     6e-31 twitching motility two-component system response regulator PilG
  DJPMMEHC_00524      K11527  624.80  102.2   2.2e-30 two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]
  DJPMMEHC_00524      K20974  515.67  101.0   5.1e-30 two-component system, sensor histidine kinase [EC:2.7.13.3]
  DJPMMEHC_00524      K07814  271.33   95.9   2.7e-28 putative two-component system response regulator
  DJPMMEHC_00524      K11332  354.57   94.3   6.9e-28 two-component system, OmpR family, response regulator NblR
  DJPMMEHC_00524      K02485  268.57   93.6   1.4e-27 two-component system, response regulator
  DJPMMEHC_00524      K14987  260.00   93.1   1.5e-27 two-component system, LuxR family, response regulator FixJ
  DJPMMEHC_00524      K13599  541.80   92.5   2.3e-27 two-component system, NtrC family, nitrogen regulation response regulator NtrX
  DJPMMEHC_00524      K06596  747.27   92.3   1.6e-27 chemosensory pili system protein ChpA (sensor histidine kinase/response regulator)
  DJPMMEHC_00524      K13587  345.27   90.6     6e-27 two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]
  DJPMMEHC_00524      K07648  559.10   90.3     1e-26 two-component system, OmpR family, aerobic respiration control sensor histidine kinase ArcB [EC:2.7.13.3]
