# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
  BNDDHPLM_00163      K15555  313.20  108.5   4.2e-32 sulfonate transport system ATP-binding protein [EC:7.6.2.14]
  BNDDHPLM_00163      K02010  436.07  108.4   2.7e-32 iron(III) transport system ATP-binding protein [EC:7.2.2.7]
  BNDDHPLM_00163      K02074  282.47  107.4   8.6e-32 zinc/manganese transport system ATP-binding protein
  BNDDHPLM_00163      K20386       -  107.2   5.8e-32 ATP-binding cassette, subfamily B, bacterial CylB
  BNDDHPLM_00163      K06147  622.70  105.9   2.2e-31 ATP-binding cassette, subfamily B, bacterial
  BNDDHPLM_00163      K09812  292.07  105.5   3.4e-31 cell division transport system ATP-binding protein
  BNDDHPLM_00163      K16013  510.50  105.5   2.8e-31 ATP-binding cassette, subfamily C, bacterial CydD
  BNDDHPLM_00163      K17076  375.67  104.8   3.9e-31 putative lysine transport system ATP-binding protein
  BNDDHPLM_00163      K10004  408.20  104.7   4.1e-31 glutamate/aspartate transport system ATP-binding protein [EC:7.4.2.1]
  BNDDHPLM_00163      K09814  291.60  104.3   5.3e-31 hemin transport system ATP-binding protein [EC:7.6.2.-]
  BNDDHPLM_00163      K19973  340.30  104.3   5.6e-31 manganese transport system ATP-binding protein [EC:7.2.2.5]
  BNDDHPLM_00163      K18104  618.43  104.2   4.8e-31 ATP-binding cassette, subfamily B, bacterial AbcA/BmrA [EC:7.6.2.2]
  BNDDHPLM_00163      K18895 2293.67  103.7   5.2e-31 ATP-binding cassette, subfamily B, salmochelin/enterobactin exporter
  BNDDHPLM_00163      K11710  353.93  103.1   1.5e-30 manganese/zinc/iron transport system ATP- binding protein [EC:7.2.2.5]
  BNDDHPLM_00163      K02036  255.50  100.3   1.1e-29 phosphate transport system ATP-binding protein [EC:7.3.2.1]
  BNDDHPLM_00163      K12541  666.57  100.0   7.7e-30 ATP-binding cassette, subfamily C, bacterial LapB
  BNDDHPLM_00163      K11085  724.80   99.2   1.1e-29 ATP-binding cassette, subfamily B, bacterial MsbA [EC:7.5.2.6]
  BNDDHPLM_00163      K20485  585.63   98.3   3.3e-29 ATP-binding cassette, subfamily B, bacterial NisT/SpaT
  BNDDHPLM_00163      K06159  568.50   98.2   3.7e-29 multidrug/microcin transport system ATP-binding/permease protein
  BNDDHPLM_00163      K11076  483.03   98.2   3.7e-29 putrescine transport system ATP-binding protein [EC:7.6.2.16]
  BNDDHPLM_00163      K11603  361.60   98.1   4.3e-29 manganese transport system ATP-binding protein [EC:7.2.2.5]
  BNDDHPLM_00163      K24846  517.97   97.9   4.2e-29 ATP-binding cassette, subfamily B, bacterial PglK [EC:7.5.2.-]
  BNDDHPLM_00163      K12292 1390.20   97.7   5.5e-29 ATP-binding cassette, subfamily C, bacterial, competence factor transporting protein [EC:3.4.22.-]
  BNDDHPLM_00163      K16012  452.43   97.6   6.3e-29 ATP-binding cassette, subfamily C, bacterial CydC
  BNDDHPLM_00163      K16784  271.17   96.9   1.2e-28 biotin transport system ATP-binding protein [EC:7.6.2.-]
  BNDDHPLM_00163      K10021  430.80   96.7     1e-28 octopine/nopaline transport system ATP-binding protein [EC:7.4.2.1]
  BNDDHPLM_00163      K05685  537.13   95.7   2.2e-28 macrolide transport system ATP-binding/permease protein [EC:7.6.2.-]
  BNDDHPLM_00163      K18890  711.33   95.6   2.2e-28 ATP-binding cassette, subfamily B, multidrug efflux pump
  BNDDHPLM_00163      K10831  339.77   94.4     7e-28 taurine transport system ATP-binding protein [EC:7.6.2.7]
  BNDDHPLM_00163      K02193  194.90   93.9   1.1e-27 heme exporter protein A [EC:7.6.2.5]
  BNDDHPLM_00163      K05780  229.80   93.9   8.7e-28 alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL [EC:2.7.8.37]
  BNDDHPLM_00163      K05847  355.60   93.9   1.3e-27 osmoprotectant transport system ATP-binding protein [EC:7.6.2.9]
  BNDDHPLM_00163      K02000  399.53   92.3   3.8e-27 glycine betaine/proline transport system ATP-binding protein [EC:7.6.2.9]
  BNDDHPLM_00163      K10830  357.77   92.2     3e-27 manganese/zinc transport system ATP-binding protein [EC:7.2.2.5]
  BNDDHPLM_00163      K23058  443.10   91.4   4.7e-27 putative lysine/arginine/ornithine/histidine/octopine transport system ATP-binding protein [EC:7.4.2.1]
  BNDDHPLM_00163      K19349  649.47   91.3   4.6e-27 pleuromutilin/lincosamide/streptogramin A transport system ATP-binding/permease protein
  BNDDHPLM_00163      K05833  184.70   90.8   7.4e-27 putative tryptophan/tyrosine transport system ATP-binding protein
  BNDDHPLM_00163      K10195  580.17   90.6   8.4e-27 oligogalacturonide transport system ATP-binding protein
  BNDDHPLM_00163      K06160  581.33   90.6   7.4e-27 putative pyoverdin transport system ATP-binding/permease protein
  BNDDHPLM_00163      K09693  382.27   90.2   1.4e-26 teichoic acid transport system ATP-binding protein [EC:7.5.2.4]
  BNDDHPLM_00163      K13926  850.70   89.5   1.1e-26 ribosome-dependent ATPase
  BNDDHPLM_00163      K02021  513.30   89.0   2.2e-26 putative ABC transport system ATP-binding protein
  BNDDHPLM_00163      K14698  616.33   88.7   2.9e-26 ATP-binding cassette, subfamily B, bacterial IrtA/YbtP [EC:7.-.-.-]
  BNDDHPLM_00163      K11004  957.20   88.2   3.4e-26 ATP-binding cassette, subfamily B, bacterial HlyB/CyaB
  BNDDHPLM_00163      K18893  780.17   86.8   1.1e-25 ATP-binding cassette, subfamily B, multidrug efflux pump
  BNDDHPLM_00163      K12536  499.00   86.5   1.2e-25 ATP-binding cassette, subfamily C, type I secretion system permease/ATPase
  BNDDHPLM_00163      K16907  356.07   86.5   1.6e-25 fluoroquinolone transport system ATP-binding protein [EC:7.6.2.-]
  BNDDHPLM_00163      K10025  455.37   86.4   1.5e-25 arginine/ornithine transport system ATP-binding protein [EC:7.4.2.1]
  BNDDHPLM_00163      K10191  553.63   86.3     2e-25 lactose/L-arabinose transport system ATP-binding protein
  BNDDHPLM_00163      K14699  603.53   86.3   1.8e-25 ATP-binding cassette, subfamily B, bacterial IrtB/YbtQ [EC:7.-.-.-]
  BNDDHPLM_00163      K18889  664.70   86.2   1.6e-25 ATP-binding cassette, subfamily B, multidrug efflux pump
  BNDDHPLM_00163      K23188  450.77   86.1   2.1e-25 ferric enterobactin transport system ATP-binding protein [EC:7.2.2.17]
  BNDDHPLM_00163      K10823  490.13   85.8   3.1e-25 oligopeptide transport system ATP-binding protein
  BNDDHPLM_00163      K10000  348.87   85.6   3.1e-25 arginine transport system ATP-binding protein [EC:7.4.2.1]
  BNDDHPLM_00163      K17324  369.60   84.7     5e-25 glycerol transport system ATP-binding protein
  BNDDHPLM_00163      K15600  258.30   84.5   6.3e-25 putative hydroxymethylpyrimidine transport system ATP-binding protein
  BNDDHPLM_00163      K18894 2140.17   84.5   3.2e-25 ATP-binding cassette, subfamily B, multidrug efflux pump
  BNDDHPLM_00163      K11631  409.53   84.5     7e-25 bacitracin transport system ATP-binding protein
  BNDDHPLM_00163      K05776  298.33   84.3   7.1e-25 molybdate transport system ATP-binding protein
  BNDDHPLM_00163      K21397  381.93   83.6     1e-24 ABC transport system ATP-binding/permease protein
  BNDDHPLM_00163      K09013  164.80   83.4   1.3e-24 Fe-S cluster assembly ATP-binding protein
  BNDDHPLM_00163      K11952 1189.93   83.0   1.6e-24 bicarbonate transport system ATP-binding protein [EC:7.3.2.-]
  BNDDHPLM_00163      K15587  334.70   82.7   2.1e-24 nickel transport system ATP-binding protein [EC:7.2.2.11]
  BNDDHPLM_00163      K11084  428.67   82.3   2.7e-24 2-aminoethylphosphonate transport system ATP-binding protein
  BNDDHPLM_00163      K23064  411.13   81.9   3.3e-24 hydroxyproline transport system ATP-binding protein [EC:7.4.2.1]
  BNDDHPLM_00163      K06074  240.47   81.6   5.8e-24 vitamin B12 transport system ATP-binding protein [EC:7.6.2.8]
  BNDDHPLM_00163      K17063  443.53   81.3   6.6e-24 arginine/lysine/histidine/glutamine transport system ATP-binding protein [EC:7.4.2.1]
  BNDDHPLM_00163      K15738  633.23   80.9   6.6e-24 ABC transport system ATP-binding/permease protein
  BNDDHPLM_00163      K24949  365.97   80.7   8.2e-24 antimicrobial peptide resistance transport system ATP-binding protein [EC:7.6.2.-]
  BNDDHPLM_00163      K19230  330.53   80.1   1.4e-23 cationic peptide transport system ATP-binding protein
  BNDDHPLM_00163      K24708  677.63   79.6   1.3e-23 ATP-binding cassette, subfamily B, putative efflux pump [EC:7.6.2.-]
  BNDDHPLM_00163      K06161 1053.50   79.4   1.9e-23 putative syringomycin transport system ATP-binding/permease protein
  BNDDHPLM_00163      K13409  689.87   78.5   2.6e-23 ATP-binding cassette, subfamily B, bacterial CvaB/MchF/RaxB
  BNDDHPLM_00163      K18231  454.87   78.3   4.2e-23 macrolide transport system ATP-binding/permease protein
  BNDDHPLM_00163      K05674 1496.80   77.7   3.6e-23 ATP-binding cassette, subfamily C (CFTR/MRP), member 10
  BNDDHPLM_00163      K06174  279.07   77.2   9.1e-23 ATP-binding cassette, sub-family E, member 1
  BNDDHPLM_00163      K16920  345.40   77.2   1.2e-22 acetoin utilization transport system ATP-binding protein
  BNDDHPLM_00163      K10017  469.17   77.0   1.1e-22 histidine transport system ATP-binding protein [EC:7.4.2.1]
  BNDDHPLM_00163      K02032  399.13   76.7   1.3e-22 peptide/nickel transport system ATP-binding protein
  BNDDHPLM_00163      K18232  469.97   75.5   4.4e-22 oleandomycin transport system ATP-binding protein
  BNDDHPLM_00163      K15583  505.27   75.2   4.1e-22 oligopeptide transport system ATP-binding protein
  BNDDHPLM_00163      K24819  791.70   74.7   5.4e-22 ATP-binding cassette, subfamily B, beta-glucan exporter [EC:7.5.2.3]
  BNDDHPLM_00163      K18887  706.87   74.3   5.7e-22 ATP-binding cassette, subfamily B, multidrug efflux pump
  BNDDHPLM_00163      K05781  277.20   74.1     1e-21 putative phosphonate transport system ATP-binding protein
  BNDDHPLM_00163      K12372  454.97   73.1   2.3e-21 dipeptide transport system ATP-binding protein
  BNDDHPLM_00163      K15579  423.83   72.5   2.9e-21 nitrate/nitrite transport system ATP-binding protein
  BNDDHPLM_00163      K18888  706.20   72.3   2.5e-21 ATP-binding cassette, subfamily B, multidrug efflux pump
  BNDDHPLM_00163      K24821  862.80   70.9   5.9e-21 ATP-binding cassette, subfamily B, heavy metal transporter
  BNDDHPLM_00163      K19083  405.17   70.0   1.6e-20 bacitracin transport system ATP-binding protein
  BNDDHPLM_00163      K02045  443.83   69.6   2.5e-20 sulfate/thiosulfate transport system ATP-binding protein [EC:7.3.2.3]
  BNDDHPLM_00163      K16202  569.93   69.2   2.5e-20 dipeptide transport system ATP-binding protein
  BNDDHPLM_00163      K12371  494.00   68.6   4.6e-20 dipeptide transport system ATP-binding protein
  BNDDHPLM_00163      K10544  407.07   66.6   1.5e-19 D-xylose transport system permease protein
  BNDDHPLM_00163      K12530  976.60   66.5   1.6e-19 ATP-binding cassette, subfamily B, bacterial RtxB
  BNDDHPLM_00163      K12531  996.53   65.3   2.8e-19 ATP-binding cassette, subfamily B, bacterial RtxE
  BNDDHPLM_00163      K11953  527.57   64.7     7e-19 bicarbonate transport system ATP-binding protein [EC:7.3.2.-]
  BNDDHPLM_00163      K16917  222.10   63.6   2.1e-18 putative peptide transport system ATP-binding protein
  BNDDHPLM_00163      K15558       -   63.1   2.7e-18 phthalate transport system ATP-binding protein
  BNDDHPLM_00163      K24820 1115.40   60.5   8.8e-18 ATP-binding cassette, subfamily B, fatty acid transporter
  BNDDHPLM_00163      K19229  463.93   60.4   1.4e-17 cationic peptide transport system ATP-binding protein
  BNDDHPLM_00163      K24911  474.00   60.3   1.3e-17 ATP-binding cassette, subfamily B, bacterial RamB/AmfA
  BNDDHPLM_00163      K05779  229.87   59.6   2.4e-17 putative thiamine transport system ATP-binding protein
  BNDDHPLM_00163      K18216  852.50   57.1   9.4e-17 ATP-binding cassette, subfamily B, tetracycline resistant protein
  BNDDHPLM_00163      K18892  766.33   55.3   3.4e-16 ATP-binding cassette, subfamily B, multidrug efflux pump
  BNDDHPLM_00163      K18217  818.97   53.2   1.5e-15 ATP-binding cassette, subfamily B, tetracycline resistant protein
  BNDDHPLM_00163      K06020  634.97   52.1   4.6e-15 energy-dependent translational throttle protein EttA
  BNDDHPLM_00163      K18891  788.30   51.2   6.1e-15 ATP-binding cassette, subfamily B, multidrug efflux pump
  BNDDHPLM_00163      K19350  365.87   49.3   3.5e-14 lincosamide and streptogramin A transport system ATP-binding/permease protein
  BNDDHPLM_00163      K18230  480.77   47.5   8.2e-14 macrolide transport system ATP-binding/permease protein
  BNDDHPLM_00163      K24910  513.23   47.1   1.1e-13 ATP-binding cassette, subfamily B, bacterial RamA/AmfB
  BNDDHPLM_00163      K09691  389.20   45.1     7e-13 lipopolysaccharide transport system ATP-binding protein
  BNDDHPLM_00163      K03701  370.63   45.1   2.9e-13 excinuclease ABC subunit A
  BNDDHPLM_00163      K02034  266.17   44.6   8.4e-13 peptide/nickel transport system permease protein
  BNDDHPLM_00163      K02471  423.33   40.2   1.2e-11 vitamin B12/bleomycin/antimicrobial peptide transport system ATP-binding/permease protein
  BNDDHPLM_00163      K02018  245.83   37.9   8.4e-11 molybdate transport system permease protein
  BNDDHPLM_00163      K02069  171.43   37.8   9.6e-11 UDP-glucose/iron transport system permease protein
  BNDDHPLM_00163      K01998  242.57   37.0   1.5e-10 branched-chain amino acid transport system permease protein
  BNDDHPLM_00163      K07128  138.13   33.7   1.4e-09 uncharacterized protein
  BNDDHPLM_00163      K09689  222.77   32.9   3.9e-09 capsular polysaccharide transport system ATP-binding protein [EC:7.6.2.12]
  BNDDHPLM_00163      K21480  201.07   32.8   2.6e-09 heme oxygenase (biliverdin-producing, ferredoxin) [EC:1.14.15.20]
  BNDDHPLM_00163      K05666 1809.23   27.2   3.5e-08 ATP-binding cassette, subfamily C (CFTR/MRP), member 2
  BNDDHPLM_00163      K10440  335.33   23.5   1.8e-06 ribose transport system permease protein
  BNDDHPLM_00163      K06926   96.60   21.8   7.2e-06 uncharacterized protein
  BNDDHPLM_00163      K02029  219.97   20.5   1.9e-05 polar amino acid transport system permease protein
  BNDDHPLM_00163      K22923  507.43   15.1    0.0011 Vi polysaccharide transport system ATP-binding protein [EC:7.6.2.12]
  BNDDHPLM_00163      K06924  245.00   14.8   0.00087 uncharacterized protein
  BNDDHPLM_00163      K07459  139.47   13.5    0.0016 putative ATP-dependent endonuclease of the OLD family
  BNDDHPLM_00163      K03546  166.57   13.3    0.0023 DNA repair protein SbcC/Rad50
  BNDDHPLM_00163      K01426  307.73   12.3    0.0064 amidase [EC:3.5.1.4]
  BNDDHPLM_00163      K06949  100.63   11.9    0.0083 ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]
  BNDDHPLM_00163      K07102  170.60   10.8     0.016 N-acetylmuramate 1-kinase [EC:2.7.1.221]
  BNDDHPLM_00163      K06946  111.93   10.7     0.021 uncharacterized protein
  BNDDHPLM_00163      K03529  565.80   10.2    0.0099 chromosome segregation protein
  BNDDHPLM_00163      K03632  336.63    9.9     0.012 chromosome partition protein MukB
  BNDDHPLM_00163      K03629  116.43    9.1     0.044 DNA replication and repair protein RecF
* BNDDHPLM_00164      K10540  241.50  462.6  6.9e-140 methyl-galactoside transport system substrate-binding protein
  BNDDHPLM_00164      K17213  326.17  224.1     2e-67 inositol transport system substrate-binding protein
  BNDDHPLM_00164      K10439  208.93  164.7   4.5e-49 ribose transport system substrate-binding protein
  BNDDHPLM_00164      K10543  343.27  128.6     3e-38 D-xylose transport system substrate-binding protein
  BNDDHPLM_00164      K17208  364.53  124.3   4.7e-37 inositol transport system substrate-binding protein
  BNDDHPLM_00164      K02058  196.80  120.7   8.2e-36 simple sugar transport system substrate-binding protein
  BNDDHPLM_00164      K23508  299.57  107.6   5.7e-32 galactofuranose transport system substrate-binding protein
  BNDDHPLM_00164      K17205  447.23  106.5   1.2e-31 putative xylitol transport system substrate-binding protein
  BNDDHPLM_00164      K10549  311.13   91.2   5.3e-27 D-allose transport system substrate-binding protein
  BNDDHPLM_00164      K10546  340.17   90.9   8.3e-27 putative multiple sugar transport system substrate-binding protein
  BNDDHPLM_00164      K23545  243.03   84.7   5.1e-25 sugar transport system substrate-binding protein
  BNDDHPLM_00164      K17202  365.20   83.6   1.2e-24 erythritol transport system substrate-binding protein
  BNDDHPLM_00164      K10537  378.33   57.3   1.3e-16 L-arabinose transport system substrate-binding protein
  BNDDHPLM_00164      K03604  460.93   44.3     1e-12 LacI family transcriptional regulator, purine nucleotide synthesis repressor
  BNDDHPLM_00164      K02529  261.57   39.2   3.8e-11 LacI family transcriptional regulator
  BNDDHPLM_00164      K02103  273.37   36.9   1.8e-10 GntR family transcriptional regulator, arabinose operon transcriptional repressor
  BNDDHPLM_00164      K03484  337.17   36.1   3.3e-10 LacI family transcriptional regulator, sucrose operon repressor
  BNDDHPLM_00164      K05499  381.50   35.8   4.1e-10 LacI family transcriptional regulator, repressor for deo operon, udp, cdd, tsx, nupC, and nupG
  BNDDHPLM_00164      K10552  358.07   34.8   9.3e-10 fructose transport system substrate-binding protein
  BNDDHPLM_00164      K10559  339.80   32.4   4.4e-09 rhamnose transport system substrate-binding protein
  BNDDHPLM_00164      K10555  426.23   24.1   1.4e-06 AI-2 transport system substrate-binding protein
  BNDDHPLM_00164      K03487  410.80   22.1   6.8e-06 LacI family transcriptional regulator, asc operon repressor
  BNDDHPLM_00164      K03435  322.17   20.8   1.7e-05 LacI family transcriptional regulator, fructose operon transcriptional repressor
  BNDDHPLM_00164      K16136  400.33   20.7   1.9e-05 LacI family transcriptional regulator, maltose regulon regulatory protein
  BNDDHPLM_00164      K10440  335.33   18.9   4.4e-05 ribose transport system permease protein
  BNDDHPLM_00164      K17640  521.93   14.8     0.001 LacI family transcriptional regulator, xylobiose transport system transcriptional regulator
  BNDDHPLM_00164      K10910  253.23   13.3    0.0029 autoinducer 2-binding periplasmic protein LuxP
  BNDDHPLM_00164      K20816  234.60   12.7     0.005 streptothricin hydrolase [EC:3.5.2.19]
  BNDDHPLM_00164      K06145  376.20   12.4    0.0043 LacI family transcriptional regulator, gluconate utilization system Gnt-I transcriptional repressor
  BNDDHPLM_00164      K02525  321.20   12.1    0.0068 LacI family transcriptional regulator, kdg operon repressor
  BNDDHPLM_00165      K03604  460.93  296.4   3.3e-89 LacI family transcriptional regulator, purine nucleotide synthesis repressor
* BNDDHPLM_00165      K02529  261.57  295.2     1e-88 LacI family transcriptional regulator
  BNDDHPLM_00165      K05499  381.50  282.1   7.8e-85 LacI family transcriptional regulator, repressor for deo operon, udp, cdd, tsx, nupC, and nupG
  BNDDHPLM_00165      K03487  410.80  262.5   4.9e-79 LacI family transcriptional regulator, asc operon repressor
  BNDDHPLM_00165      K03484  337.17  256.7   3.2e-77 LacI family transcriptional regulator, sucrose operon repressor
  BNDDHPLM_00165      K06145  376.20  225.0   1.2e-67 LacI family transcriptional regulator, gluconate utilization system Gnt-I transcriptional repressor
  BNDDHPLM_00165      K02525  321.20  207.6   2.7e-62 LacI family transcriptional regulator, kdg operon repressor
  BNDDHPLM_00165      K03435  322.17  207.4     3e-62 LacI family transcriptional regulator, fructose operon transcriptional repressor
  BNDDHPLM_00165      K17640  521.93  196.0   8.2e-59 LacI family transcriptional regulator, xylobiose transport system transcriptional regulator
  BNDDHPLM_00165      K02103  273.37  193.0     8e-58 GntR family transcriptional regulator, arabinose operon transcriptional repressor
  BNDDHPLM_00165      K16136  400.33  189.8   6.9e-57 LacI family transcriptional regulator, maltose regulon regulatory protein
  BNDDHPLM_00165      K06146  475.73  127.7     5e-38 LacI family transcriptional regulator, gluconate utilization system Gnt-II transcriptional activator
  BNDDHPLM_00165      K03485  370.43  114.8     4e-34 LacI family transcriptional regulator, trehalose operon repressor
  BNDDHPLM_00165      K12113  512.30  113.1   1.4e-33 LacI family transcriptional regulator, ebg operon repressor
  BNDDHPLM_00165      K10439  208.93   70.1   2.2e-20 ribose transport system substrate-binding protein
  BNDDHPLM_00165      K17213  326.17   50.7   1.2e-14 inositol transport system substrate-binding protein
  BNDDHPLM_00165      K05350  609.87   48.8   3.3e-14 beta-glucosidase [EC:3.2.1.21]
  BNDDHPLM_00165      K17202  365.20   37.0   1.7e-10 erythritol transport system substrate-binding protein
  BNDDHPLM_00165      K23508  299.57   36.9   1.8e-10 galactofuranose transport system substrate-binding protein
  BNDDHPLM_00165      K10543  343.27   35.2   6.5e-10 D-xylose transport system substrate-binding protein
  BNDDHPLM_00165      K17208  364.53   33.5   2.1e-09 inositol transport system substrate-binding protein
  BNDDHPLM_00165      K10540  241.50   31.1     1e-08 methyl-galactoside transport system substrate-binding protein
  BNDDHPLM_00165      K02058  196.80   28.7   6.5e-08 simple sugar transport system substrate-binding protein
  BNDDHPLM_00165      K17205  447.23   27.8   1.1e-07 putative xylitol transport system substrate-binding protein
  BNDDHPLM_00165      K23545  243.03   27.4   1.3e-07 sugar transport system substrate-binding protein
  BNDDHPLM_00165      K10549  311.13   24.1   1.4e-06 D-allose transport system substrate-binding protein
  BNDDHPLM_00165      K10552  358.07   24.0   1.8e-06 fructose transport system substrate-binding protein
  BNDDHPLM_00165      K22373  216.20   19.0   4.7e-05 lactate racemase [EC:5.1.2.1]
  BNDDHPLM_00165      K19337  255.53   14.2    0.0014 RpiR family transcriptional regulator, carbohydrate utilization regulator
  BNDDHPLM_00165      K10546  340.17   13.6    0.0025 putative multiple sugar transport system substrate-binding protein
  BNDDHPLM_00165      K18981  277.97   13.0    0.0042 uronate dehydrogenase [EC:1.1.1.203]
  BNDDHPLM_00165      K03092   78.93   11.4    0.0091 RNA polymerase sigma-54 factor
* BNDDHPLM_00166      K00965  145.10  495.7  1.9e-149 UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]
  BNDDHPLM_00166      K02503   91.23   26.4   4.5e-07 histidine triad (HIT) family protein
  BNDDHPLM_00166      K19710  135.37   22.5   7.2e-06 ATP adenylyltransferase [EC:2.7.7.53]
* BNDDHPLM_00167      K00849  374.80  525.6  9.5e-159 galactokinase [EC:2.7.1.6]
  BNDDHPLM_00167      K18674  508.23  258.4   1.2e-77 N-acetylgalactosamine kinase [EC:2.7.1.157]
  BNDDHPLM_00167      K18677  342.27  187.3   3.6e-56 galacturonokinase [EC:2.7.1.44]
  BNDDHPLM_00167      K07031  203.10   90.7     1e-26 D-glycero-alpha-D-manno-heptose-7-phosphate kinase [EC:2.7.1.168]
  BNDDHPLM_00167      K00869  156.53   82.1   3.1e-24 mevalonate kinase [EC:2.7.1.36]
  BNDDHPLM_00167      K00965  145.10   37.9   1.1e-10 UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]
  BNDDHPLM_00167      K01597  225.03   27.4   1.8e-07 diphosphomevalonate decarboxylase [EC:4.1.1.33]
  BNDDHPLM_00167      K00872  237.87   16.0   0.00033 homoserine kinase [EC:2.7.1.39]
* BNDDHPLM_00168      K01785   44.97  352.8  3.6e-106 aldose 1-epimerase [EC:5.1.3.3]
* BNDDHPLM_00169      K09895  104.57  166.1   1.4e-49 uncharacterized protein
  BNDDHPLM_00169      K07039   62.27   45.3     1e-12 uncharacterized protein
  BNDDHPLM_00169      K01919   64.03   12.6    0.0052 glutamate--cysteine ligase [EC:6.3.2.2]
  BNDDHPLM_00169      K07216   77.07   10.2     0.024 hemerythrin
  BNDDHPLM_00170      K14213  421.73  366.1  2.8e-110 Xaa-Pro dipeptidase [EC:3.4.13.9]
* BNDDHPLM_00170      K01262  244.53  294.3     2e-88 Xaa-Pro aminopeptidase [EC:3.4.11.9]
  BNDDHPLM_00170      K01271  293.90  236.3   6.3e-71 Xaa-Pro dipeptidase [EC:3.4.13.9]
  BNDDHPLM_00170      K08326  476.10  128.0   4.5e-38 aminopeptidase [EC:3.4.11.-]
  BNDDHPLM_00170      K15783  396.70   86.1   2.1e-25 ectoine hydrolase [EC:3.5.4.44]
  BNDDHPLM_00170      K01274  664.43   71.5   5.2e-21 D-alanyl-D-alanine dipeptidase [EC:3.4.13.-]
  BNDDHPLM_00170      K08688  449.17   61.4   5.9e-18 creatinase [EC:3.5.3.3]
  BNDDHPLM_00170      K01265  135.43   52.3   4.5e-15 methionyl aminopeptidase [EC:3.4.11.18]
* BNDDHPLM_00171      K06149  124.57  179.2   8.3e-54 universal stress protein A
  BNDDHPLM_00171      K14064  180.03   97.9   5.1e-29 universal stress protein C
  BNDDHPLM_00171      K14065  310.07   87.9   6.1e-26 universal stress protein D
  BNDDHPLM_00171      K14055  139.03   51.2   9.1e-15 universal stress protein E
  BNDDHPLM_00171      K11932  161.17   45.2     1e-12 universal stress protein G
  BNDDHPLM_00171      K14061  135.30   33.8   4.4e-09 universal stress protein F
  BNDDHPLM_00171      K07646  252.67   25.0   5.1e-07 two-component system, OmpR family, sensor histidine kinase KdpD [EC:2.7.13.3]
* BNDDHPLM_00172      K01872  198.07 1200.2         0 alanyl-tRNA synthetase [EC:6.1.1.7]
  BNDDHPLM_00172      K07050  196.93  150.7   5.4e-45 misacylated tRNA(Ala) deacylase [EC:3.1.1.-]
  BNDDHPLM_00172      K01868  178.20   35.0   4.6e-10 threonyl-tRNA synthetase [EC:6.1.1.3]
  BNDDHPLM_00172      K06078   36.80   15.9    0.0011 murein lipoprotein
  BNDDHPLM_00172      K06314   82.07   14.3    0.0028 prespore-specific regulator
  BNDDHPLM_00172      K21711  375.47   13.2    0.0039 LysR family transcriptional regulator, putative pyruvate carboxylase regulator
  BNDDHPLM_00172      K11923   92.00   12.1     0.013 MerR family transcriptional regulator, copper efflux regulator
  BNDDHPLM_00172      K09892   35.63   11.6      0.02 cell division protein ZapB
  BNDDHPLM_00172      K21745  111.63   11.1     0.025 MerR family transcriptional regulator, aldehyde-responsive regulator
* BNDDHPLM_00173      K03563   24.03  103.2   7.8e-31 carbon storage regulator
* BNDDHPLM_00174      K00963  125.10  231.6   2.1e-69 UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]
  BNDDHPLM_00174      K01840  460.17  164.0   5.1e-49 phosphomannomutase [EC:5.4.2.8]
  BNDDHPLM_00174      K00973  242.00  138.7   2.5e-41 glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]
  BNDDHPLM_00174      K23144  273.03  123.5   1.2e-36 UDP-N-acetylglucosamine diphosphorylase / glucose-1-phosphate thymidylyltransferase / UDP-N-acetylgalactosamine diphosphorylase / glucosamine-1-phosphate N-acetyltransferase / galactosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.7.7.24 2.7.7.83 2.3.1.157 2.3.1.276]
  BNDDHPLM_00174      K00966  300.97   98.0   4.7e-29 mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]
  BNDDHPLM_00174      K00992  186.27   74.1   1.5e-21 N-acetyl-alpha-D-muramate 1-phosphate uridylyltransferase [EC:2.7.7.99]
  BNDDHPLM_00174      K16881  547.73   73.7   9.3e-22 mannose-1-phosphate guanylyltransferase / phosphomannomutase [EC:2.7.7.13 5.4.2.8]
  BNDDHPLM_00174      K04042  320.07   60.3   8.1e-18 bifunctional UDP-N-acetylglucosamine pyrophosphorylase / glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]
  BNDDHPLM_00174      K01009  186.87   53.4   2.7e-15 L-glutamine-phosphate cytidylyltransferase [EC:2.7.7.103]
  BNDDHPLM_00174      K15669  232.03   51.2   9.4e-15 D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase [EC:2.7.7.71]
  BNDDHPLM_00174      K00978  215.40   46.8   1.5e-13 glucose-1-phosphate cytidylyltransferase [EC:2.7.7.33]
